"","ISO","EVENT_ID_CNTY","EVENT_ID_NO_CNTY","EVENT_DATE","YEAR","TIME_PRECISION","EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","INTER1","ACTOR2","ASSOC_ACTOR_2","INTER2","INTERACTION","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","GEO_PRECISION","SOURCE","SOURCE_SCALE","NOTES","FATALITIES","TIMESTAMP","CONTINENT"
"466",760,"SYR49095",49095,"14-November-2018",2018,1,"Strategic development","QSD: Syrian Democratic Forces",NA,2,"Unidentified Armed Group (Syria)",NA,3,23,"Middle East","Syria","Ar-Raqqa",NA,NA,"Tell Abiad",36.698,38.955,2,"SOHR: SOHR_http://www.syriahr.com/en/?p=106679","Other-Local","Defusal: QSD forces defused four mines placed in garbage bags south of the city of Tell Abiad along the road to Raqqa.",0,1543551994,"Middle East"
"467",356,"IND27106",27106,"13-February-2018",2018,1,"Riots/Protests","Protesters (India)",NA,6,NA,NA,0,60,"Southern Asia","India","Jammu and Kashmir","Srinagar",NA,"Srinagar",34.086,74.806,1,"Kashmir Observer","Subnational","On February 13, 2018, scores of residents of the Batamaloo area gathered in the Srinagar press enclave to protest the land-grabbing and illegal construction activity of the incumbent legislator for that area, asking Minister Mufti to use her power to stop it.",0,1542756329,"Asia"
"468",760,"SYR18587",18587,"08-January-2018",2018,1,"Battle-Government 
regains territory","Military Forces of Syria (2000-)",NA,1,"HTS: Hayat Tahrir al Sham",NA,2,12,"Middle East","Syria","Idleb",NA,NA,"Maksar",35.475,37.088,1,"SOHR; LiveUMap: SOHR_http://www.syriahr.com/en/?p=82306; LiveUMap_https://syria.liveuamap.com/en/2018/8-january-syrian-army-captured-1burtuqalah-2-farijah-3-juhman; LiveUMap_https://twitter.com/watanisy/status/950327842524553216","Other-Local","The Syrian army managed to control Maksar village in the south eastern countryside of Idleb after HTS withdrawal from the village due to the intensive shelling. No fatalities reported.",0,1546889461,"Middle East"
"469",760,"SYR46644",46644,"14-September-2018",2018,1,"Strategic development","Military Forces of Syria (2000-)",NA,1,"Civilians (Syria)","Aid Workers (Syria); Health Workers (Syria)",7,17,"Middle East","Syria","Rural Damascus",NA,NA,"Hamouriya",33.528,36.384,1,"SOHR: SOHR_http://www.syriahr.com/en/?p=102435","Other-Local","Arrests: Military Forces of Syria carried out a search and arrest campaign in Hamouriya in Rural Damascus, where regime forces arrested 7 female civilians from both Saqba and Hamouriya, who had previously accepted the reconciliation agreement with the regime. Upon their arrest, they were taken to various intelligence branches in Damascus city to be questioned about their previous work in the medical aid field in opposition-held areas and durations of their work.",0,1543551992,"Middle East"
"470",356,"IND33719",33719,"27-July-2018",2018,1,"Riots/Protests","Protesters (India)","Teachers (India)",6,NA,NA,0,60,"Southern Asia","India","Punjab","Bathinda",NA,"Bathinda",30.211,74.945,1,"The Tribune","Subnational","On July 27, government teachers under the banner of Joint Teachers Front staged a protest against the state government and Education Minister OP Soni by burning an effigy in Bathinda city (Bathinda, Punjab) against the development tax and their non-fulfillment of demands.",0,1542756334,"Asia"
"471",710,"SAF10083",10083,"06-August-2018",2018,1,"Riots/Protests","Rioters (South Africa)","Taxi Drivers (South Africa)",5,NA,NA,0,50,"Southern Africa","South Africa","Western Cape","City of Cape Town",NA,"Khayelitsha",-34.039,18.679,1,"News24","National","On 6 August, buses were set alight in Khayelitsha and thousands of commuters were left stranded during a taxi strike.",0,1546559472,"Africa"
"472",368,"IRQ13719",13719,"04-August-2018",2018,1,"Remote violence","Islamic State (Iraq)",NA,2,"Police Forces of Iraq (2014-)",NA,1,12,"Middle East","Iraq","Sala al-Din",NA,NA,"Tikrit",34.616,43.679,3,"BBC Monitoring; Shafaq News","Subnational","On Aug 04, 3 Iraqi policemen were killed by an IS planted IED while sweeping the desert area inside a vehicle in the Salahuddin province north of Baghdad.",3,1536022732,"Middle East"
"473",586,"PAK40928",40928,"17-April-2018",2018,1,"Riots/Protests","Protesters (Pakistan)","Farmers (Pakistan)",6,NA,NA,0,60,"Southern Asia","Pakistan","Sindh","Khairpur",NA,"Khairpur",27.527,68.745,1,"Daily Regional Times","Subnational","On April 17th, local farmers staged a protest demonstration in Khairpur against the non provision of gunny bags to them.",0,1542756385,"Asia"
"474",682,"SAU2120",2120,"19-May-2018",2018,1,"Remote violence","Military Forces of Yemen (2016-) Supreme Political Council",NA,8,"Military Forces of Saudi Arabia (2015-)",NA,1,18,"Middle East","Saudi Arabia","Jizan",NA,NA,"Al Abadiyah",16.842,43.182,2,"Yemen News Agency","National","Pro-Houthi forces claim to have fired artillery at Saudi forces in As Samnah centre and north of Al Abadiyah in Jizan governorate. No casualties were reported.",0,1527542856,"Middle East"
"475",760,"SYR50399",50399,"21-December-2018",2018,1,"Remote violence","Military Forces of Syria (2000-)",NA,1,"Opposition Rebels (Syria)","Islamist Militia (Syria)",2,12,"Middle East","Syria","Aleppo",NA,NA,"Al-Rashdeen",36.164,37.061,1,"SOHR: SOHR_http://www.syriahr.com/en/?p=109796","Other-Local","Regime forces shelled rebel and Islamist factions positions in Al-Rashdeen in Aleppo, killing one rebel fighter.",1,1546901875,"Middle East"
"476",4,"AFG10742",10742,"22-June-2018",2018,1,"Remote violence","Military Forces of Afghanistan (2004-)",NA,1,"Islamic State (Afghanistan)",NA,2,12,"Southern Asia","Afghanistan","Nangarhar","Achin",NA,"Sra Kala",34.126,70.713,2,"Bakhtar News Agency","National","Afghan military forces carried out air attacks against IS militants in the Achin, Dih Bala, and Khogyani Districts of Nangarhar Province on the morning of June 22. 9 militants were killed (coded across 3 events) and their hideouts and equipment destroyed.",3,1542152265,"Asia"
"477",706,"SOM25052",25052,"09-February-2018",2018,1,"Riots/Protests","Rioters (Somalia)","Dhulbahante-Qayaad Sub-Clan Group (Somalia)",5,"Police Forces of Somaliland (1991-)",NA,1,15,"Eastern Africa","Somalia","Sool","Laas Caanood",NA,"Laascaanood",8.477,47.36,1,"Local Source Project","Other","Somaliland Police attempts to destroy illegal roadside structures. Dhulbahante/Qayaad groups respond, injure a police officer.",0,1546559440,"Africa"
"478",356,"IND25688",25688,"05-January-2018",2018,1,"Riots/Protests","Protesters (India)","VHP: Vishwa Hindu Parishad; Bajrang Dal",6,NA,NA,0,60,"Southern Asia","India","Karnataka","Shivamogga",NA,"Shimoga",13.932,75.568,1,"The Hindu","National","On January 5, in Shimoga, workers of Vishwa Hindu Parishad (VHP) and Bajrang Dal staged a protest condemning the recent killing of BJP worker Deepak Rao near Surathkal in Dakshina Kannada district.",0,1542756328,"Asia"
"479",792,"TUR1562",1562,"14-April-2018",2018,1,"Battle-no change 
of territory","Military Forces of Turkey (2016-) Gendarmerie","Military Forces of Turkey (2016-)",1,"PKK: Kurdistan Workers Party",NA,2,12,"Middle East","Turkey","Agri",NA,NA,"Dogubeyazit",39.547,44.084,2,"Beyaz Gazete","Subnational","8 PKK militants and 2 Turkish soldiers were killed during an air-backed operation conducted by the Turkish Military Forces in collaboration with the Gendarmerie Forces in the Dogubeyazit district of the Agri province on Saturday, 14 April 2018.",10,1524522137,"Middle East"
"480",608,"PHL4744",4744,"10-April-2018",2018,1,"Battle-no change 
of territory","NPA: New People's Army",NA,3,"Military Forces of the Philippines (2016-)",NA,1,13,"South-Eastern Asia","Philippines","Bicol Region","Camarines Sur",NA,"Payak",13.272,123.262,1,"Manila Times","National","Troops from the 9th Infantry Division under the 83rd Infantry Battalion had an encounter with a group of New People's Army (NPA) guerrillas in Barangay Payak, Bato, Camarines Sur on April 10. The military were responding to reports that the NPA were ""extorting"" residents of Payak. 3 members of the NPA were killed, while 5 others were captured.",3,1542141366,"Asia"
"481",275,"PSE1500",1500,"09-February-2018",2018,1,"Riots/Protests","Military Forces of Israel (2009-)",NA,8,"Rioters (Palestine)",NA,5,58,"Middle East","Palestine","West Bank",NA,NA,"Madama",32.186,35.231,1,"Palestine News Network (PNN)","National","Israel forces suppressed a rally in Madama.",0,1524053823,"Middle East"
"482",760,"SYR20368",20368,"30-January-2018",2018,1,"Remote violence","Military Forces of Syria (2000-) Syrian Arab Air Force",NA,1,"Civilians (Syria)",NA,7,17,"Middle East","Syria","Idleb",NA,NA,"Saraqab",35.861,36.806,1,"SOHR; Undisclosed Source: SOHR_http://syriaohr.com/en/2018/01/30/renewed-aerial-bombardment-caUndisclosed Sourcees-more-casualties-and-the-regime-advances-after-clashes-in-the-countryside-of-idlib/; Undisclosed Source","Other-Local","Regime warplanes targeted Saqaqab town in southern Idleb, killing 1 person and wounding several others.",1,1544460615,"Middle East"
"483",104,"MMR6178",6178,"06-December-2018",2018,1,"Remote violence","Unidentified Armed Group (Myanmar)",NA,3,"Civilians (Myanmar)",NA,7,37,"South-Eastern Asia","Myanmar","Rakhine","Maungdaw",NA,"Buthidaung",20.875,92.527,1,"Irrawaddy","National","On 6 December 2018, near Hpon Nyo Leik Village, Buthidaung township, in Rakhine State, a landmine exploded killing two civilians on the road between Buthidaung and Rathedaung townships.",2,1544551405,"Asia"
"484",586,"PAK44612",44612,"05-October-2018",2018,1,"Strategic development","Police Forces of Pakistan (2018-)",NA,1,"Civilians (Pakistan)","PML-N: Pakistan Muslim League-Nawaz",7,17,"Southern Asia","Pakistan","Punjab","Lahore",NA,"Lahore",31.55,74.344,2,"Daily Balochistan Express","Subnational","Arrests: On Oct 5, police and the National Accountability Bureau arrested PML-N President and Leader of the Opposition in the National Assembly, Shehbaz Sharif, in Lahore (UC unknown; Punjab) for his role in the Ashiana Iqbal Housing Scheme.",0,1539094219,"Asia"
"485",356,"IND26265",26265,"23-January-2018",2018,1,"Riots/Protests","Protesters (India)","BKU: Bharatiya Kisan Union",6,NA,NA,0,60,"Southern Asia","India","Punjab","Moga",NA,"Moga",30.814,75.169,1,"The Tribune","Subnational","On January 23, farmers gathered outside the mini-secretariat in Moga. They were addressed by Sukhdev Singh Kokri, general secretary, BKU (Ekta), they questioned Chief Minister Capt Amarinder Singh about the source of Rs 3,000 crore annual subsidy for providing cheap power to industrialists.",0,1542756328,"Asia"
"486",356,"IND30410",30410,"15-April-2018",2018,3,"Riots/Protests","Protesters (India)","Teachers (India)",6,NA,NA,0,60,"Southern Asia","India","Punjab","Amritsar",NA,"Amritsar",31.634,74.873,1,"The Tribune","Subnational","In the month of April, teachers under the banner of different organisations held a protest on the GNDU campus in Amritsar (Punjab), in which the teachers from Amritsar, Tarn Taran, Gurdaspur, Jalandhar and Kapurthala participated. They demanded the implementation of the 7th pay commission.",0,1542756332,"Asia"
"487",887,"YEM26828",26828,"28-December-2018",2018,1,"Remote violence","National Resistance Forces",NA,3,NA,NA,0,30,"Middle East","Yemen","Al Hudaydah",NA,NA,"Al Hudaydah-Al Shaab",14.801,42.943,1,"YP Agency","National","Anti-Houthi forces shot machine guns indiscriminately into ""Shaab city"" area of Hudayda. No injuries or fatalities were reported.",0,1546900295,"Middle East"
"488",887,"YEM20489",20489,"28-May-2018",2018,1,"Remote violence","Operation Restoring Hope",NA,8,"Military Forces of Yemen (2016-) Supreme Political Council",NA,1,18,"Middle East","Yemen","Taizz",NA,NA,"Al Abdallah",13.493,43.784,2,"Al Eshteraki","National","Saudi-led coalition air raids were reported on pro-Houthi positions in Al Uwayd mountain near Al Abdallah area west of Taizz city and in Usaylah hills in Maqbanah district. No casualties were reported but military vehicles were allegedly destroyed.",0,1541483462,"Middle East"
"489",760,"SYR42160",42160,"18-July-2018",2018,1,"Remote violence","Military Forces of Syria (2000-)",NA,1,NA,NA,0,10,"Middle East","Syria","Hama",NA,NA,"Kafr Zeita",35.374,36.602,2,"SOHR: SOHR_http://www.syriahr.com/en/?p=98148","Other-Local","Regime forces shelled places in the vicinity of the town of Kafr Zeita which caused material damage. No injuries or fatalities were reported.",0,1543860563,"Middle East"
"490",760,"SYR46607",46607,"14-September-2018",2018,1,"Riots/Protests","Protesters (Syria)",NA,6,NA,NA,0,60,"Middle East","Syria","Aleppo",NA,NA,"Aghtrin",36.51,37.336,1,"SOHR: SOHR_http://www.syriahr.com/en/?p=102470","Other-Local","Civilian demonstrations took place in Aghtrin in eastern Aleppo countryside where hundreds of demonstrators called for the overthrow of the regime and denounced the international silence towards the ongoing preparations for a military operations by the regime and Russia against the greater Idleb.",0,1543551992,"Middle East"
"491",706,"SOM24660",24660,"05-January-2018",2018,1,"Remote violence","AMISOM: African Union Mission in Somalia (2007-) (Djibouti)",NA,8,"Unidentified Armed Group (Somalia)",NA,3,38,"Eastern Africa","Somalia","Hiraan","Bulo Burto",NA,"Buulobarde",3.854,45.567,1,"Local Source Project","Other-local","05/01/18, Bulobarde: One Djibouti-AMISOM soldier killed, two wounded when trying to dismantle an IED. Perpetrators not provided by source.",1,1546825219,"Africa"
"492",434,"LBY6834",6834,"17-May-2018",2018,1,"Remote violence","Tabu Ethnic Militia (Libya)",NA,4,"6th Infantry Brigade","Awlad Suleiman Ethnic Militia (Libya)",3,34,"Northern Africa","Libya","South","Sebha",NA,"Sabha",27.038,14.428,1,"Menastream","Other-Local","On May 17, renewed shellings by Tebu and Awlad Suleiman militiamen.",0,1546655693,"Africa"
"493",760,"SYR33835",33835,"09-June-2018",2018,1,"Battle-Non-state 
actor overtakes territory","QSD: Syrian Democratic Forces","Global Coalition Against Daesh; Military Forces of United States; Military Forces of FranceQSD: Syrian Democratic Forces",2,"Islamic State (Syria)",NA,2,22,"Middle East","Syria","Al-Hasakeh",NA,NA,"Abu Hamdah",35.994,40.994,1,"SOHR; LiveUMap: SOHR_http://www.syriahr.com/en/?p=94720; LiveUMap_https://isis.liveuamap.com/en/2018/9-june-french-artillery-in-the-southern-hasakah-against-isis; LiveUMap_https://twitter.com/RojavaPres/status/1005401412015181824; LiveUMap_https://syria.liveuamap.com/en/2018/9-june-sdf-has-captured-isis-stronghold-of-abu-hamdah-from; LiveUMap_https://twitter.com/VivaRevolt/status/1005408945480110080","Other-Local","QSD forces supported by the coalition forces clashed against IS fighters in Abu Hamdah village in the southern countryside of Al-Hasakeh, in which the clashes were accompanied by artillery shelling by the coalition forces across the Syrian-Iraqi border. As a result of the clashes QSD, US, and French forces managed to control Abu Hamdah village. Neither injuries nor fatalities were reported.",0,1543551988,"Middle East"
"494",4,"AFG9240",9240,"18-March-2018",2018,2,"Battle-Government 
regains territory","Military Forces of Afghanistan (2004-)",NA,1,"Taliban",NA,2,12,"Southern Asia","Afghanistan","Faryab","Shirin Tagab",NA,"Shirin Tagab",36.255,64.814,2,"Pajhwok Afghan News English; BBC Monitoring; National Afghanistan TV","National","As reported on March 18th, a total of 69 Taliban militants were killed, and 62 villages were cleared and retaken, by recent Afghan security operations in the Khwaja Sabz Posh, Shirin Tagab, and Dawlat Abad districts of Faryab. Security forces were also able to reopen the Maimana-Mazar-i-Sharif highway. The operation is ongoing and titled Navid-8. Fatalities split over three events.",23,1542756287,"Asia"
"495",682,"SAU4295",4295,"01-December-2018",2018,1,"Battle-no change 
of territory","Military Forces of Yemen (2016-) Supreme Political Council",NA,8,"Militia (Pro-Government)","Military Forces of Saudi Arabia (2015-)",3,38,"Middle East","Saudi Arabia","Najran",NA,NA,"Najran",17.493,44.128,2,"Ansar Ollah","National","Pro-Houthi forces claimed to have thwarted an attack of Saudi-affiliated and Saudi forces supported by Saudi warplanes, and to have killed a number of their fighters, in the Shabakah area of Najran governorate. Unknown reported fatalities coded as 10.",10,1544482017,"Middle East"
"496",887,"YEM22644",22644,"14-August-2018",2018,1,"Remote violence","Military Forces of Yemen (2016-) Supreme Political Council",NA,1,"Military Forces of Yemen (2012-)","Militia (Pro-Government)",1,11,"Middle East","Yemen","Lahij",NA,NA,"Shurayjah",13.366,44.434,1,"Yemen News Agency","National","Pro-Houthi forces claimed to have fired artillery at the security HQ building of pro-Hadi forces and affiliates in Shurayjah area at the border between Lahij and Taizz governorates, southern Yemen. No casualties were reported.",0,1542152265,"Middle East"
"497",368,"IRQ6403",6403,"03-May-2018",2018,1,"Battle-no change 
of territory","Islamic State (Iraq)",NA,2,"Military Forces of Iraq (2014-) Popular Mobilization Forces",NA,1,12,"Middle East","Iraq","Anbar",NA,NA,"Tharthar",33.675,43.504,2,"Amaq (Telegram messaging application in Arabic)","Other-Local","On May 03, three PMF forces were killed and four others were injured by an IS ambush in al Tharthar area, west of Samarra.",3,1525722449,"Middle East"
"498",887,"YEM10888",10888,"20-April-2018",2018,1,"Remote violence","Operation Restoring Hope","Military Forces of Saudi Arabia (2015-)",8,NA,NA,0,80,"Middle East","Yemen","Sadah",NA,NA,"Al Malahit",16.768,43.276,2,"Al Masirah","National","Saudi forces fired rockets and artillery at scattered areas of Haydan, Al Dhaher, Ghamr and Razih border districts in northwestern Yemen. No casualties were reported.",0,1542152265,"Middle East"
"499",356,"IND41204",41204,"05-December-2018",2018,1,"Riots/Protests","Protesters (India)",NA,6,NA,NA,0,60,"Southern Asia","India","Assam","Sonitpur",NA,"Rangapara",26.813,92.694,2,"Assam Tribune (India)","Subnational","On December 5, people staged a protest by boycotting the poll process in Balipara Panchayat under Rangapara area (Sonitpur, Assam), against the absence of name of about 500 voters in the electoral roll.",0,1544551404,"Asia"
"500",760,"SYR20951",20951,"06-February-2018",2018,1,"Battle-Government 
regains territory","Military Forces of Syria (2000-)",NA,1,"Islamic State (Syria)",NA,2,12,"Middle East","Syria","Hama",NA,NA,"Najm Zuhur",35.528,37.273,1,"LiveUMap: LiveUMap_https://syria.liveuamap.com/en/2018/6-february-syrian-army-control-umm-ajj-ad-daqq-salihiyah; LiveUMap_https://twitter.com/SyriaWar2/status/960873105722834944","Other-local","Regime forces gained control of Najm Zuhur town in northern Hama, likely following clashes with IS. No fatalities reported.",0,1543551981,"Middle East"
"501",4,"AFG14570",14570,"14-October-2018",2018,1,"Battle-Government 
regains territory","Military Forces of Afghanistan (2004-)",NA,1,"Taliban and/or Islamic State (Afghanistan)",NA,2,12,"Southern Asia","Afghanistan","Kabul","Surobi",NA,"Surobi",34.59,69.762,2,"Afghan Ministry of Defense in Farsi","National","As reported on Oct 15, over 24 hours, Afghan military forces cleared the Chahar Dewar-e Mulla Ali area of Andar district, Ghazni province; areas along the Muqur-Qarabagh road; and the Kande Khosrow, Kotahgay, and Darah Hesar areas of Surobi district, Kabul province of suspected Taliban and/or IS militants' presence. No information on casualties provided.",0,1540242480,"Asia"
"502",760,"SYR47237",47237,"19-September-2018",2018,1,"Battle-no change 
of territory","Unidentified Armed Group (Syria)",NA,3,"YPG: Peoples Protection Units",NA,2,23,"Middle East","Syria","Ar-Raqqa",NA,NA,"Suluk",36.597,39.126,1,"LiveUMap: LiveUMap_https://syria.liveuamap.com/en/2018/19-september-raqqa-two-members-of-the-pyd--were-killed-in; LiveUMap_https://twitter.com/suriye_u_a_d/status/1042354261097701376","Other-Local","Unidentified gunmen attacked and killed 2 YPG members in the town of Suluk.",2,1543875491,"Middle East"
"503",887,"YEM21491",21491,"05-July-2018",2018,1,"Battle-no change 
of territory","Military Forces of Yemen (2016-) Supreme Political Council",NA,1,"National Resistance Forces",NA,3,13,"Middle East","Yemen","Al Hudaydah",NA,NA,"Al Nukhaylah",14.602,42.998,1,"Yemen News Agency","National","Houthi forces claim to have killed 15 UAE-backed joint forces and injured 20 others during an attack on coalition-backed forces in the Nakhilah area of Durayhimi district, Hudayda. At least 5 military vehicles were reportedly destroyed during the operation.",15,1531175871,"Middle East"
"504",682,"SAU1257",1257,"07-January-2018",2018,1,"Remote violence","Military Forces of Yemen (2016-) Supreme Political Council",NA,8,NA,NA,0,80,"Middle East","Saudi Arabia","Najran",NA,NA,"Najran",17.493,44.128,3,"Yemen News Agency (SABA)","National","Pro houthi forces reportedly shelled Al Shabaka and the Najran command post in Najran on January 7. There were no reports of human casualties or material damage.",0,1524053829,"Middle East"
"505",434,"LBY7072",7072,"16-October-2018",2018,1,"Remote violence","Unidentified Armed Group (Libya)",NA,3,NA,NA,0,30,"Northern Africa","Libya","West","Tripoli",NA,"Mitiga Airport",32.894,13.276,1,"Libya 24","Subnational","On October 16, two rockets fired by an unknown party struck the Mitiga Airport without causing any casualties.",0,1546655693,"Africa"
"506",356,"IND30050",30050,"25-April-2018",2018,1,"Strategic development","Unidentified Armed Group (India)",NA,3,"Police Forces of India (2014-)",NA,1,13,"Southern Asia","India","Jammu and Kashmir","Srinagar",NA,"Srinagar",34.086,74.806,2,"Early Times; Kashmir Monitor; UNI (United News of India)","Subnational-National","Looting: On 25 April, 7 unidentified militants ambushed police near Goripora in Sanat Nagar area (other sources report Hyderpora area) of Srinagar district/outskirts of Srinagar city, JK. The militants took at least 4 rifles from the officers. No exchange of fire referenced. The ambush took place a short distance from J&K police headquarters.",0,1542756331,"Asia"
"507",760,"SYR31319",31319,"11-April-2018",2018,1,"Remote violence","Military Forces of Syria (2000-)",NA,1,NA,NA,0,10,"Middle East","Syria","Dar'a",NA,NA,"Al-Harra",33.057,36.007,1,"SOHR: SOHR_http://www.syriahr.com/en/?p=89092","Other-Local","Regime forces shelled Tall al Harrah in northern Dar'a. No fatalities reported.",0,1543860565,"Middle East"
"508",887,"YEM9100",9100,"28-February-2018",2018,1,"Remote violence","Military Forces of Yemen (2016-) Supreme Political Council",NA,1,"Military Forces of Yemen (2012-)","Militia (Pro-Government)",1,11,"Middle East","Yemen","Lahij",NA,NA,"Jabal Kahbub",12.938,43.651,1,"Yemen News Agency (SABA)","National","In Lahij, pro-Houthi forces claim to have fired artillery shells at pro-Hadi soldiers in Taba Soda area of Kahbub. No injuries were reported.",0,1542152266,"Middle East"
"509",887,"YEM22810",22810,"22-August-2018",2018,1,"Remote violence","Operation Restoring Hope","Military Forces of Saudi Arabia (2015-)",8,NA,NA,0,80,"Middle East","Yemen","Sadah",NA,NA,"Suq al Khamis",17.181,43.288,2,"Yemen News Agency (SABA) (Arabic)","National","Rocket and artillery shells fired by Saudi soldiers from across the border reportedly landed in areas scattered across Monabbih and Razih districts. No injuries or fatalities were reported.",0,1542152265,"Middle East"
"510",104,"MMR5910",5910,"05-September-2018",2018,1,"Battle-no change 
of territory","Military Forces of Myanmar (2016-)","Militia (Pro-Government)",1,"KIO/KIA: Kachin Independence Organization/Kachin Independence Army",NA,2,12,"South-Eastern Asia","Myanmar","Kachin","Mohnyin",NA,"Mohnyin",24.778,96.369,2,"Kachinland News","Subnational","On 5 Sep 2018, in Woi Gyi area in Monyin township, Kachin State, the Myanmar army's 250th LIB, together with Da Law Militia and Sinbo Militia, advanced into the positions of KIA's 5th Battalion and fired 5 rounds of 105 mm howitzer and several assault rifle rounds. No information on fatalities.",0,1545241472,"Asia"
"511",760,"SYR47236",47236,"19-September-2018",2018,1,"Battle-no change 
of territory","Unidentified Armed Group (Syria)",NA,3,"HTS: Hayat Tahrir al Sham",NA,2,23,"Middle East","Syria","Idleb",NA,NA,"Sarmin",35.904,36.724,1,"SOHR: SOHR_http://www.syriahr.com/en/?p=102861","Other-Local","Unidentified armed gunmen shot and injured two HTS fighters in the town of Sarmin. No fatalities were reported.",0,1543551993,"Middle East"
"512",356,"IND26337",26337,"24-January-2018",2018,1,"Riots/Protests","Protesters (India)","Rajput Caste Group (India)",6,NA,NA,0,60,"Southern Asia","India","Haryana","Panchkula",NA,"Panchkula",30.695,76.85,1,"The Tribune","Subnational","On January 24, the Rajput Virasat Jagriti Manch held a protest in Panchkula against the screening of the film, 'Padmaavat'.",0,1542756328,"Asia"
"513",760,"SYR41602",41602,"05-July-2018",2018,1,"Battle-no change 
of territory","Military Forces of Syria (2000-)",NA,1,"Ahrar al Sharqiyah",NA,3,13,"Middle East","Syria","Aleppo",NA,NA,"Tadaf",36.348,37.529,1,"LiveUMap: LiveUMap_https://syria.liveuamap.com/en/2018/5-july-a-small-group-of-fighters-which-their-background-frm; LiveUMap_https://twitter.com/Mzahem_Alsaloum/status/1014845339227041792; LiveUMap_https://syria.liveuamap.com/en/2018/5-july-rebels-withdrew-from-positions-taken-this-morning; LiveUMap_https://twitter.com/QalaatAlMudiq/status/1014846019580977157; LiveUMap_https://syria.liveuamap.com/en/2018/5-july-fsa-claims-that-6-civilians-were-injured-among-them; LiveUMap_https://twitter.com/MrKyruer/status/1014821962978353153; LiveUMap_https://syria.liveuamap.com/en/2018/5-july-area-on-tadef-front-seized-from-government-today-following; LiveUMap_https://twitter.com/QalaatAlMudiq/status/1014811320800202752","Other-Local","Clashes took place between the Military Forces of Syria and Ahrar al Sharqiyah in Tadaf, just south of al Bab in eastern Aleppo countryside. The rebels managed to seize control of the town in retaliation for the regime's Dar'a offensive, before reportedly being pressured to withdraw by factions under the Euphrates Shield and Turkish Forces. While no fatalities were reported, 6 children were reportedly wounded during the clashes.",0,1546889241,"Middle East"
"514",50,"BGD14178",14178,"20-December-2018",2018,1,"Riots/Protests","Rioters (Bangladesh)","JP: Jatiya Party",5,"Civilians (Bangladesh)","BNP: Bangladesh Nationalist Party",7,57,"Southern Asia","Bangladesh","Barisal","Barisal",NA,"Barisal",22.705,90.37,2,"Dhaka Tribune","National","On 20 Dec, supporters of local Jatiya Party candidate Nasrin Jahan vandalized BNP poll camps in different areas of Barisal constituency.",0,1546890617,"Asia"
"515",356,"IND35337",35337,"24-August-2018",2018,1,"Strategic development","Police Forces of India (2014-)",NA,1,"KRA: Kuki Revolutionary Army",NA,3,13,"Southern Asia","India","Manipur","Imphal West",NA,"Imphal",24.791,93.93,3,"South Asia Terrorism Portal","Regional","Arrests: On August 24, the National Investigation Agency (NIA) arrested the chairman of the Kuki Revolutionary Army (KRA), in Manipur.",0,1542756336,"Asia"
"516",887,"YEM23036",23036,"31-August-2018",2018,1,"Remote violence","Operation Restoring Hope",NA,8,NA,NA,0,80,"Middle East","Yemen","Sadah",NA,NA,"Majz",17.069,43.575,2,"Yemen News Agency","National","Two Saudi-led coalition air raids were reported on Majz district of Sadah governorate in northwestern Yemen. No casualties were reported.",0,1541483461,"Middle East"
"517",760,"SYR45175",45175,"10-August-2018",2018,1,"Remote violence","Military Forces of Syria (2000-)",NA,1,"Civilians (Syria)",NA,7,17,"Middle East","Syria","Hama",NA,NA,"Kafr Nabutha",35.432,36.491,1,"SOHR; SHAM: SOHR_http://www.syriahr.com/en/?p=100066; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AC%D9%85%D8%B9%D8%A9-10-08-2018.html","Other-Local","Regime forces fired rocket shells at the town of Kafr Nabutha which wounded several civilians. No fatalities were reported.",0,1543860563,"Middle East"
"518",792,"TUR6426",6426,"16-August-2018",2018,1,"Riots/Protests","Protesters (Turkey)","Labour Group (Turkey)",6,"Police Forces of Turkey (2016-)",NA,1,16,"Middle East","Turkey","Ankara",NA,NA,"Ankara",39.912,32.84,1,"TIHV","National","On August 16, the former public workers who were dismissed by legislative decrees were dispersed by the Police forces when they tried to stage a protest in Yuksel street of Ankara city. Six protesters were detained.",0,1542756425,"Middle East"
